Course Name,Depts,Subject,Course Num,Title,Crs Cred Type ,Crs Min Cred ,Terms Offered
HIST-183,HIST,HIST,183,HIST WKSP:ARCHIVAL PRACTICE & THEORY,I,0.25,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP"
HIST-184,HIST,HIST,184,HISTORY WORKSHOP: ORAL HISTORIES,I,0.25,
HIST-186,HIST,HIST,186,HISTORY WORKSHOP: PALEOGRAPHY,I,0.25,"25/FA
24/FA
23/FA
22/SP
21/SP"
HIST-187,HIST,HIST,187,HISTORY WORKSHOP:ARCGIS & SPATIAL ANALY,I,0.25,"25/SP
24/SP
23/SP
22/SP
21/SP"
HIST-201,HIST,HIST,201,PHILOSOPHY OF HISTORY,I,1,"25/FA
24/FA
23/FA"
HIST-202,HIST,HIST,202,AFTER ROME/BEFORE EUROPE,I,1,"25/FA
24/FA
23/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA"
HIST-203,HIST,HIST,203,AFRICAN AMERICAN HISTORY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA
20/FA
17/FA
16/FA
14/FA
12/SP
11/SP
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
98/FA
97/FA
96/FA
95/FA
94/FA
93/FA
88/FA"
HIST-205,HIST,HIST,205,BROADCASTING FREEDOM: BLACK MEDIA,I,1,"25/FA
24/FA
23/FA
23/SP
22/SP"
HIST-207,HIST,HIST,207,CIVIL RIGHTS IN 20TH CENTURY US,I,1,"25/SP
24/SP"
HIST-208W,HIST,HIST,208W,ASIAN TEMPLES IN A DIGITAL WORLD,I,1,"25/SP
24/SP"
HIST-209,HIST,HIST,209,ISLAMIC HISTORY AND CULTURE,I,1,"20/FA
19/FA"
HIST-213,HIST,HIST,213,"WAR & SOC: GERMANY, BISMARCK TO HITLER",I,1,"22/FA
21/FA"
HIST-214,HIST,HIST,214,REVOLUTIONS,I,1,"22/SP
21/SP
17/FA
16/FA
15/FA
14/FA"
HIST-215,HIST,HIST,215,THE AMERICAN CIVIL WAR,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA
21/SP
20/FA
20/SP
19/SP
18/SP
17/SP
16/FA
15/FA
14/FA
13/FA
12/FA
12/SP
11/FA
11/SP
10/FA"
HIST-216,HIST,HIST,216,HIST AMER LEFT: PURITANS TO PRESENT,I,1,25/SP
HIST-217,HIST,HIST,217,HISTORY OF EUROPEAN THOUGHT,I,1,
HIST-218,HIST,HIST,218,JEWISH LIFE FROM TALMUD TO YISHUV,I,1,
HIST-221,HIST,HIST,221,KIEVAN RUS' TO RUSSIAN EMPIRE,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
98/FA
97/FA
96/FA
95/FA
94/FA
93/FA
88/FA"
HIST-222,HIST,HIST,222,MODERN RUSSIAN HISTORY,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
99/SP
98/SP
97/SP
96/SP
95/SP
94/SP
93/SP
89/SP"
HIST-223,HIST,HIST,223,GENDER & VIOLENCE IN THE MIDDLE AGES,I,1,"25/FA
24/FA
23/SP
22/SP
21/SP
20/SP
18/FA
17/FA
16/SP
15/SP
14/SP
13/SP
12/FA
11/FA"
HIST-224,HIST,HIST,224,ART OF EMPIRE: VIENNA 1683-1945,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP"
HIST-225,HIST,HIST,225,SCIENTIFIC REVOLUTION:MAKING KNOWLEDGE,I,1,"25/FA
24/FA
23/FA
23/SP
22/FA
22/SP
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
98/FA
97/FA
95/FA
94/FA
93/FA
88/FA"
HIST-226,HIST,HIST,226,HISTORY OF EUROPEAN THOUGHT,I,1,"25/SP
24/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
99/SP
98/SP
97/SP
96/SP
95/SP
94/SP
93/SP
89/SP"
HIST-227,HIST,HIST,227,ENVIRONMENT AND INTERNATIONAL RELATIONS,I,1,"20/SP
19/SP
18/FA
18/SP
17/FA
17/SP"
HIST-229,HIST,HIST,229,THE AMERICAN FOUNDING:IDEALS & REALITY,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
17/SP
16/SP
14/FA
13/FA
11/SP
10/SP"
HIST-230,HIST,HIST,230,"ENGLAND,IRELAND EMPIRE 1485-1701",I,1,"25/FA
24/FA
23/FA
22/SP
21/SP
19/SP
18/SP
16/FA
15/FA
14/FA
13/FA
12/FA"
HIST-231,HIST,HIST,231,"BRITAIN, IRELAND, EMPIRE, 1688-2007",I,1,"25/SP
24/SP
23/SP
21/FA
21/SP
20/FA
17/SP
16/SP
15/SP
14/SP
13/SP"
HIST-233W,HIST,HIST,233W,LAOZI & CONFUCIUS IN HISTORY,I,1,
HIST-234,HIST,HIST,234,"U.S. HISTORY, HOLLYWOOD & POPULAR MEMOR",I,1,
HIST-235,HIST,HIST,235,WOMEN IN MODERN ASIA,I,1,"17/FA
16/FA
15/FA
14/FA
10/SP
08/SP
03/FA
02/FA
01/FA
00/FA
93/SP
89/SP
88/FA"
HIST-236,HIST,HIST,236,THE VISUAL CULTURE OF MODERNITY,I,1,"25/FA
24/FA
23/FA
22/FA"
HIST-237,HIST,HIST,237,VISUAL CULTURE OF WORLD WAR II,I,1,"25/SP
24/SP
23/SP"
HIST-238,HIST,HIST,238,WAR AND SOCIETY IN AMERICAN HISTORY,I,1,"20/FA
19/FA"
HIST-239,HIST,HIST,239,MODERNITY & NATIONHOOD IN INDIA,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/FA
10/FA
10/SP
09/FA
09/SP
08/FA
07/FA
07/SP
06/FA
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
01/FA
00/FA
89/SP"
HIST-240,HIST,HIST,240,"RACE, GENDER, & EMPIRE IN 20TH C US",I,1,25/SP
HIST-241,HIST,HIST,241,U.S. COLONIAL HISTORY,I,1,"18/FA
17/FA
16/FA
15/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
04/SP
03/FA
03/SP
02/FA
01/FA
99/FA
98/FA
97/FA
96/FA
95/FA
94/FA
93/FA
89/SP
88/FA"
HIST-242,HIST,HIST,242,THE OLD SOUTH,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
19/FA
18/FA
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
06/SP
05/SP
03/SP
02/SP
01/SP
00/SP
99/SP
96/SP
94/SP"
HIST-244,HIST,HIST,244,RELIGIOUS CONFLICTS,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
21/SP
20/FA
20/SP
19/SP
18/SP
17/SP"
HIST-245,HIST,HIST,245,AMERICAN FRONTIERS,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
19/SP
18/FA
18/SP
16/SP
15/SP"
HIST-246,HIST,HIST,246,LAW AND COLONIALISM,I,1,"25/FA
25/SP
24/SP"
HIST-248,HIST,HIST,248,"MEDICINE, SCIENCE, & CULTURE",I,1,"25/SP
24/SP
23/SP"
HIST-249,HIST,HIST,249,ARCHITECTURE OF OCCUPATION & RESISTANCE,I,1,"19/SP
18/SP"
HIST-250,HIST,HIST,250,INTRODUCTION TO THE HISTORY OF THE BOOK,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA"
HIST-252,HIST,HIST,252,EMPIRES OF SEX: EARLY MODERN WORLD,I,1,"21/FA
20/FA"
HIST-253,HIST,HIST,253,ENVIRONMENT AND CAPITALISM,I,1,"25/FA
24/FA
23/FA"
HIST-254,HIST,HIST,254,RECENT AMERICAN HIST,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/SP
20/FA
20/SP
19/FA
19/SP
18/SP
17/FA
17/SP
16/FA
16/SP
15/SP
13/FA
12/FA
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
06/FA
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
99/SP
98/SP
97/SP
96/SP
89/SP"
HIST-255,HIST,HIST,255,HUMANITARIANISM AND HUMAN RIGHTS,I,1,"25/FA
25/SP
24/FA
23/FA"
HIST-256,HIST,HIST,256,ISLAM IN SOUTH ASIA,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
22/SP
21/SP
20/FA
19/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA"
HIST-257,HIST,HIST,257,EMPIRE AND GLOBAL CAPITALISM IN SE ASIA,I,1,25/SP
HIST-258,HIST,HIST,258,ENVIRONMENTAL HISTORY MID EAST N AFRICA,I,1,"25/FA
24/FA
23/FA"
HIST-261,HIST,HIST,261,LISTEN! SOUND HISTORIES AND IMAGINARIES,I,1,"25/SP
24/SP
23/SP"
HIST-262,HIST,HIST,262,COMPLICATED BODIES,I,1,"25/SP
24/SP
23/SP"
HIST-264,HIST,HIST,264,CHRISTIANITY AND BUDDHISM COMPARED,I,1,"25/SP
24/SP"
HIST-265,HIST,HIST,265,EARLY/ANCIENT INDIA,I,1,"12/SP
11/SP"
HIST-266,HIST,HIST,266,GLOBAL ENVIRONMENTAL HISTORY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA"
HIST-267,HIST,HIST,267,UTICA IN THE CONTEXT OF US HISTORY,I,1,"25/FA
24/FA
23/FA
22/FA"
HIST-269,HIST,HIST,269,MODERN CITY: GARDEN CITY TO FUNCTIONAL,I,1,25/SP
HIST-272,HIST,HIST,272,THE NAZI STATE: 1933-1938,I,1,25/SP
HIST-273,HIST,HIST,273,VIKINGS AND THE MEDIEVAL WORLD,I,1,25/SP
HIST-275,HIST,HIST,275,MOD. MIDDLE EASTERN HIST,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA
21/SP
20/SP
19/FA
18/FA
17/FA
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
04/SP
03/SP
97/SP"
HIST-278,HIST,HIST,278,SOUTH AFRICA: COLONIALISM TO DEMOCRACY,I,1,"21/SP
20/SP
19/SP
17/FA
16/FA
16/SP
15/SP
14/SP
13/SP
12/SP
10/FA
10/SP
09/FA
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
98/FA"
HIST-279,HIST,HIST,279,ENVIRONMENTAL HISTORY IN MODERN AFRICA,I,1,"25/FA
24/FA"
HIST-280,HIST,HIST,280,IMPERIAL CHINA,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
17/FA
16/FA
15/FA
14/FA
14/SP
13/SP
12/SP
11/SP
10/FA
09/FA
08/FA
07/FA
07/SP
06/SP
05/SP
04/SP
01/FA
00/FA
98/FA
96/FA
94/FA
88/FA"
HIST-281,HIST,HIST,281,COMMON GROUND: LAB FOR CIVIL DISCOURSE,I,1,25/SP
HIST-285,HIST,HIST,285,MODERN CHINA,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/FA
19/FA
19/SP
18/FA
18/SP
17/SP
16/SP
15/SP
14/SP
12/FA
11/FA
11/SP
10/SP
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
02/SP
00/SP
98/SP
96/SP
94/SP
89/SP"
HIST-286,HIST,HIST,286,THE BYZANTINE EMPIRE,I,1,"23/SP
22/SP
20/SP
19/SP
17/SP
16/SP"
HIST-292,HIST,HIST,292,HISTORY OF IRAN,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA"
HIST-296,HIST,HIST,296,"WONDER & CERTAINTY IN SCIENCE, RELIGION",I,1,"25/FA
24/FA"
HIST-297,HIST,HIST,297,"PIETY, POWER, AND POLITICS: 1600-1890",I,1,"25/FA
24/FA
23/FA
22/FA
21/SP
20/SP
17/FA
16/FA
16/SP
15/SP
12/SP
11/SP
10/SP
09/SP"
HIST-300W,HIST,HIST,300W,A HISTORY OF WORK,I,1,
HIST-303,HIST,HIST,303,"BUDDHISM, BUSINESS, & STATE",I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
21/SP
20/SP"
HIST-306W,HIST,HIST,306W,MUSLIM EMPIRES OF ASIA,I,1,
HIST-310W,HIST,HIST,310W,"ASIA BEFORE EUROPE: SOCIETY, ECONOMY, &",I,1,"25/SP
24/SP"
HIST-313W,HIST,HIST,313W,AGRICULTURE & EMPIRE IN GLOBAL SOUTH,I,1,"25/FA
24/FA
23/FA"
HIST-318W,HIST,HIST,318W,INTER-RELIGIOUS DYNAMICS SOUTH ASIA,I,1,"12/SP
11/SP"
HIST-319W,HIST,HIST,319W,MONUMENTS & MYTHS:CIVIL WAR MEMORY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/SP
21/SP"
HIST-320W,HIST,HIST,320W,POWER AND LORDSHIP IN MEDIEVAL EUROPE,I,1,"25/SP
19/FA
18/FA
17/FA
16/FA
14/SP
13/SP
11/FA
10/FA"
HIST-322W,HIST,HIST,322W,RUSSIA'S DESTINY:POL THGHT PETER/PUTIN,I,1,"25/SP
24/SP
23/SP
20/FA
19/FA
19/SP
18/SP"
HIST-324W,HIST,HIST,324W,SCIENCE AND DIFFERENCE,I,1,"25/FA
24/FA
23/FA
22/FA"
HIST-325W,HIST,HIST,325W,THE MAKING OF AMERICAN SCRIPTURE,I,1,"12/FA
11/FA
10/FA"
HIST-326W,HIST,HIST,326W,"REBELS,RADICAL,REFORMERS PRE-MOD EUR",I,1,"25/FA
24/FA
23/FA
22/FA
21/SP
20/SP
16/FA
15/FA
14/FA
12/SP
11/SP"
HIST-327W,HIST,HIST,327W,MEXICO-TENOCHTITLAN 1300-1800,I,1,
HIST-330W,HIST,HIST,330W,Nations and Nationalism,I,1,"25/FA
25/SP
24/FA
23/FA
23/SP
22/FA
22/SP
21/FA"
HIST-335W,HIST,HIST,335W,LABOR MIGRATION IN N AFRICA & MID EAST,I,1,"25/SP
24/SP
23/SP"
HIST-337W,HIST,HIST,337W,SEMINAR: CONFUCIAN TRADITIONS,I,1,"14/SP
11/SP
10/SP
03/SP
02/SP
97/SP
95/SP"
HIST-339W,HIST,HIST,339W,"COLUMBUS' LIBRARY: TEXT, TRAVEL",I,1,"25/SP
24/SP
23/SP
20/FA
19/FA
17/FA
17/SP
15/SP
13/SP
12/SP"
HIST-341W,HIST,HIST,341W,Topic: Studies in Early American History,I,1,"25/SP
24/SP
23/SP
19/FA
18/FA
17/FA
15/FA
14/FA
13/FA
12/FA
10/SP
08/SP
05/SP
04/SP
03/SP
02/SP
00/SP
99/SP
97/SP
95/SP
88/FA"
HIST-342W,HIST,HIST,342W,"MINDS OLD SOUTH,1700-1877",I,1,"20/SP
19/SP
11/FA
06/FA
05/FA
03/FA
02/FA"
HIST-343W,HIST,HIST,343W,TOCQUEVILLE'S AMERICA,I,1,"25/SP
23/SP
22/SP"
HIST-345W,HIST,HIST,345W,FRIENDSHIP OF THE PEOPLES! SOVIET UNION,I,1,"25/SP
24/SP
22/SP
21/SP
20/SP
19/SP
15/FA
14/FA
12/SP
11/SP
10/SP
09/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/FA
02/SP
01/FA
01/SP
98/SP
96/FA
96/SP
94/FA
93/FA
93/SP
89/SP"
HIST-351W,HIST,HIST,351W,"RACE,SCIENCE & THE ORIGINS MODERN WORLD",I,1,"21/SP
20/SP
19/SP"
HIST-353W,HIST,HIST,353W,SEMINAR ON THE SIXTIES,I,1,"20/FA
19/FA
18/SP
17/SP
16/SP
15/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/SP
03/FA
02/FA
98/FA
96/SP
94/SP
89/SP
88/FA"
HIST-355W,HIST,HIST,355W,BIOPROSPECTING & THE ECOLOGIES OF MEDIC,I,1,"25/FA
24/FA
23/FA"
HIST-356W,HIST,HIST,356W,HISTORIES OF HUMAN RIGHTS,I,1,"21/FA
20/FA
19/FA
18/FA
17/FA
17/SP
16/FA"
HIST-357W,HIST,HIST,357W,"SEMINAR: DEATH, DYING, & THE AFTERLIFE",I,1,"25/SP
24/SP
23/SP
22/SP
19/SP
18/SP
17/SP"
HIST-359W,HIST,HIST,359W,THE EARLY REPUBLIC: 1787-1815,I,1,"15/SP
14/SP
13/SP
12/SP
11/SP"
HIST-363W,HIST,HIST,363W,SEM: COLONIAL ENCOUNTERS ASIA,I,1,"25/FA
25/SP
24/SP
22/SP
21/SP
19/FA
18/FA
17/FA
17/SP
16/FA
16/SP
15/SP
13/FA
12/FA
09/FA
08/FA
07/SP
06/SP
04/SP
03/SP
02/SP
01/SP
00/SP
98/FA"
HIST-366W,HIST,HIST,366W,"POWER, SPACE & SOCIETY",I,1,"25/FA
24/FA
22/SP
21/SP
19/SP
18/SP
17/SP
16/SP"
HIST-367W,HIST,HIST,367W,HIMALAYAN MOUNTAINEERING,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP"
HIST-370,HIST,HIST,370,"PHOTOGRAPHY, WOMEN AND LABOR",I,1,"14/FA
13/FA"
HIST-375W,HIST,HIST,375W,GANDHI: NON-VIOLENCE & CIV DISOBEDIENCE,I,1,"18/FA
17/FA
16/FA
15/FA
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
09/FA
08/FA
08/SP
07/SP
06/FA"
HIST-376W,HIST,HIST,376W,RACE AND CAPITALISM,I,1,"25/FA
24/FA
23/FA
22/FA
22/SP
21/SP
18/SP
17/SP
16/FA
15/FA"
HIST-377W,HIST,HIST,377W,"VIOLENCE, LAW & JUSTICE IN MIDDLE AGES",I,1,"22/FA
21/FA
18/SP
17/SP
15/SP
14/SP"
HIST-379W,HIST,HIST,379W,U.S. INTERNATIONAL RELATIONS,I,1,"25/FA
24/FA
23/FA
19/SP
18/SP
17/SP
16/SU
16/SP"
HIST-383W,HIST,HIST,383W,PHOTOGRAPHY IN BRITAIN & THE EMPIRE,I,1,"25/FA
25/SP
24/SP
22/FA
21/FA
20/FA
19/FA
16/SP
15/SP
14/FA
13/FA
12/FA
10/FA
09/FA
08/FA
06/FA
05/FA
04/FA
04/SP
03/FA
03/SP
01/FA
00/FA
98/SP"
HIST-385W,HIST,HIST,385W,THE CRUSADES,I,1,"21/FA
20/FA"
HIST-390W,HIST,HIST,390W,"SEM FOUCAULT:HISTORY, SEXUALITY, POWER",I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
18/SP
17/SP
16/SP
15/SP"
HIST-392W,HIST,HIST,392W,PARIS NOIR:20TH C BLACK INTERNATIONALIS,I,1,"25/FA
24/FA
22/FA
21/FA
18/FA
17/FA
16/SP
15/SP"
HIST-394W,HIST,HIST,394W,TOPICS: REGLIGIOUS COMMUNAL SOCIETIES,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
18/FA
17/FA
16/FA
14/FA
13/FA
11/FA
10/FA
09/FA
08/FA
07/FA"
HIST-395W,HIST,HIST,395W,THE CRUSADES IN HISTORY AND LITERATURE,I,1,"15/SP
14/SP"
HIST-396W,HIST,HIST,396W,SEMINAR ON THE HISTORY OF GODS,I,1,"20/SP
19/SP
17/FA
16/FA
15/FA
14/FA
14/SP
13/SP
11/FA
10/FA
10/SP
08/SP"
HIST-397W,HIST,HIST,397W,LIVES AGAINST APARTHEID,I,1,"11/SP
10/SP
09/SP"
HIST-401,HIST,HIST,401,RESEARCH SEMINAR IN HISTORY,I,1,"25/SP
24/SP
23/SP
20/SP
19/SP
16/SP
11/SP
10/SP
08/SP
05/FA
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
HIST-401W,HIST,HIST,401W,RESEARCH SEM IN HIST,I,1,"23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/SP
03/SP"
HIST-402W,HIST,HIST,402W,RESEARCH SEMINAR IN HISTORY,I,1,"19/SP
18/SP
17/SP
16/SP
15/SP
14/SP"
HIST-424W,HIST,HIST,424W,NOVEL & NATION: ULYSSES AT 102,I,1,"25/FA
24/FA"
HIST-550,HIST,HIST,550,SENIOR HONORS THESIS,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
HIST-551,HIST,HIST,551,SENIOR THESIS,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
99/SP
98/SP
97/SP
96/SP
95/SP"
HSPST-115,HSPST,HSPST,115,SPANISH IMMERSION I,I,2,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
98/FA
95/FA
94/FA
88/FA"
HSPST-126W,HSPST,HSPST,126W,CONQUEST OF THE AMERICAS,I,1,"25/FA
24/FA
23/FA
22/FA
20/FA
19/FA
18/FA"
HSPST-130,HSPST,HSPST,130,THIRD TERM SPANISH,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
HSPST-150,HSPST,HSPST,150,GRAMMAR AND COMPOSITION,I,1,"25/FA
25/SP
24/FA"
HSPST-151,HSPST,HSPST,151,GRAMMAR & COMP HERITAGE/NATIVE SPEAKERS,I,1,"25/FA
24/FA"
HSPST-200W,HSPST,HSPST,200W,EXPLORING HISPANIC TEXTS,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
09/SP
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
HSPST-209,HSPST,HSPST,209,LATIN AMERICAN GOTHIC,I,1,25/SP
HSPST-210,HSPST,HSPST,210,SPANISH LITERATURE,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/FA
17/SP
16/FA
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
99/SP
97/FA
95/FA
95/SP
93/FA
89/SP
88/FA"
HSPST-211,HSPST,HSPST,211,INTRO STUDY OF LATIN AMERICAN LITERATUR,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
18/SP
17/FA
17/SP
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
99/FA"
HSPST-213,HSPST,HSPST,213,CRIME FICTION,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
22/SP
21/SP
18/SP
17/SP
15/FA
14/FA"
HSPST-217,HSPST,HSPST,217,INTRODUCTION TO U.S. LATINX LITERATURES,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
16/SP
15/SP"
HSPST-219,HSPST,HSPST,219,ADVANCED GRAMMAR REVIEW,I,1,"25/FA
25/SP
24/FA
23/FA
22/FA
21/FA
20/FA
20/SP
19/FA
19/SP
18/SP
17/FA
16/FA
16/SP
15/FA
15/SP
14/SP"
HSPST-223,HSPST,HSPST,223,INTRODUCTION TO HISPANIC CINEMA,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
21/SP
20/SP
10/FA
09/FA"
HSPST-224,HSPST,HSPST,224,WOMEN IN SPANISH LITERATURE & FILM,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/SP
18/SP
13/SP
12/SP"
HSPST-229,HSPST,HSPST,229,SPANISH IN THE PROFESSIONS,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
22/SP
21/SP
20/FA
20/SP
19/FA
18/FA
18/SP
17/SP
16/SP
15/SP
14/SP"
HSPST-243,HSPST,HSPST,243,INTRO TO LATIN AMER INDIGENOUS CULTURES,I,1,25/SP
HSPST-247,HSPST,HSPST,247,INDIGENOUS COMMUNITIES LATIN AMERICA,I,1,
HSPST-248,HSPST,HSPST,248,FROM CONQUEST TO AIRBNB,I,1,"25/FA
24/FA
23/FA"
HSPST-250,HSPST,HSPST,250,JOURNEY SPAN CULTURE,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
22/FA
22/SP
21/FA
21/SP
20/SP
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
10/SP
09/FA
09/SP
08/FA
07/FA
03/FA
02/FA
02/SP
01/FA
00/FA
98/FA
98/SP
97/FA
96/FA
89/SP
88/FA"
HSPST-251,HSPST,HSPST,251,Intersectional Latin America,I,1,"23/SP
22/SP"
